Date,FII Gross Purchase (Rs. Cr),FII Gross Sales (Rs. Cr),DII Gross Purchase (Rs. Cr),DII Gross Sales (Rs. Cr),FII Net (Rs. Cr),DII Net (Rs. Cr)
15-Aug-2014,5864.48,3308.25,3626.09,6474.6,2556.23,-2848.51
18-Aug-2014,3925.9,1934.32,6906.01,3624.56,1991.58,3281.45
19-Aug-2014,6712.2,4678.87,2696.01,4314.45,2033.33,-1618.44
20-Aug-2014,4203.04,9287.04,9998.35,2444.13,-5084.0,7554.22
21-Aug-2014,2772.98,4499.76,4508.84,2297.91,-1726.78,2210.93
22-Aug-2014,2896.78,8906.97,3606.5,5483.52,-6010.19,-1877.02
25-Aug-2014,4032.76,4065.95,4285.15,2417.46,-33.19,1867.69
26-Aug-2014,5316.73,3257.77,4590.24,3258.96,2058.96,1331.28
27-Aug-2014,4036.02,3524.96,3144.35,3871.71,511.06,-727.36
28-Aug-2014,7819.58,2812.43,1869.73,3082.28,5007.15,-1212.55
29-Aug-2014,2001.14,3445.77,4854.35,3999.34,-1444.63,855.01
01-Sep-2014,3602.95,3430.98,2457.82,3580.84,171.97,-1123.02
02-Sep-2014,5229.72,3420.04,3567.28,5737.18,1809.68,-2169.9
03-Sep-2014,6182.92,4029.02,3864.27,2131.19,2153.9,1733.08
04-Sep-2014,5788.99,6293.78,4077.75,2652.7,-504.79,1425.05
05-Sep-2014,5742.76,6296.22,5018.5,4064.96,-553.46,953.54
08-Sep-2014,6015.65,1836.5,4224.78,5348.21,4179.15,-1123.43
09-Sep-2014,18341.11,6278.77,1922.77,3289.7,12062.34,-1366.93
10-Sep-2014,3969.45,3869.13,3166.94,3466.02,100.32,-299.08
11-Sep-2014,7829.73,9051.92,5466.95,5823.03,-1222.19,-356.08
12-Sep-2014,5604.41,4048.38,2966.31,7022.55,1556.03,-4056.24
15-Sep-2014,2580.46,4604.29,2050.6,2475.46,-2023.83,-424.86
16-Sep-2014,5041.02,6457.99,1990.43,2544.37,-1416.97,-553.94
17-Sep-2014,3046.85,5249.0,2017.81,3323.87,-2202.15,-1306.06
18-Sep-2014,4180.34,5251.47,3092.34,5869.89,-1071.13,-2777.55
19-Sep-2014,2786.88,2481.79,5434.25,3366.24,305.09,2068.01
22-Sep-2014,3158.72,4896.37,3041.18,3796.68,-1737.65,-755.5
23-Sep-2014,5253.74,5153.4,3235.32,3258.35,100.34,-23.03
24-Sep-2014,11811.49,7597.67,1574.91,2268.03,4213.82,-693.12
25-Sep-2014,5395.19,5148.56,3633.29,5012.24,246.63,-1378.95
26-Sep-2014,5454.67,3124.78,4168.51,5048.04,2329.89,-879.53
29-Sep-2014,4201.81,3515.7,6685.49,3274.7,686.11,3410.79
30-Sep-2014,2319.4,7673.12,3937.56,4718.63,-5353.72,-781.07
01-Oct-2014,4903.72,6197.86,3197.53,5464.36,-1294.14,-2266.83
02-Oct-2014,3499.0,5534.32,3896.92,3105.64,-2035.32,791.28
03-Oct-2014,2786.63,3696.14,5518.1,3864.46,-909.51,1653.64
06-Oct-2014,3197.77,3572.69,4830.23,4128.0,-374.92,702.23
07-Oct-2014,3455.08,3563.4,2685.87,4082.61,-108.32,-1396.74
08-Oct-2014,2693.95,1993.08,5143.01,3201.72,700.87,1941.29
09-Oct-2014,5001.27,3736.57,3599.34,3226.55,1264.7,372.79
10-Oct-2014,4667.01,2846.19,2267.74,1116.93,1820.82,1150.81
13-Oct-2014,3500.84,3881.08,2836.93,4725.59,-380.24,-1888.66
14-Oct-2014,3585.42,2878.89,4948.54,6063.49,706.53,-1114.95
15-Oct-2014,5755.91,5898.55,4011.51,5296.98,-142.64,-1285.47
16-Oct-2014,5982.46,3782.69,4436.63,5964.87,2199.77,-1528.24
17-Oct-2014,7259.3,2854.04,2963.13,2424.88,4405.26,538.25
20-Oct-2014,7326.36,5260.69,3128.3,3093.53,2065.67,34.77
21-Oct-2014,10796.17,5397.09,5692.33,4330.22,5399.08,1362.11
22-Oct-2014,3237.6,3791.28,2785.66,1884.21,-553.68,901.45
23-Oct-2014,7776.58,9678.96,6556.36,2219.9,-1902.38,4336.46
24-Oct-2014,2984.96,6113.07,7281.31,4857.77,-3128.11,2423.54
27-Oct-2014,2992.77,4686.94,3295.26,4986.47,-1694.17,-1691.21
28-Oct-2014,3972.15,1734.84,4863.8,5197.69,2237.31,-333.89
29-Oct-2014,3930.87,4090.66,6327.57,6100.96,-159.79,226.61
30-Oct-2014,2539.26,2613.92,2321.37,10365.74,-74.66,-8044.37
31-Oct-2014,3102.8,3037.92,8634.43,4374.46,64.88,4259.97
03-Nov-2014,6202.26,7237.4,5809.23,6711.04,-1035.14,-901.81
04-Nov-2014,3829.62,2642.19,2923.75,6596.21,1187.43,-3672.46
05-Nov-2014,3957.25,7454.45,2660.67,1710.56,-3497.2,950.11
06-Nov-2014,5995.48,9438.4,6679.9,2013.35,-3442.92,4666.55
07-Nov-2014,5359.1,2955.95,5543.03,3124.22,2403.15,2418.81
10-Nov-2014,5030.93,7500.83,5146.39,3347.92,-2469.9,1798.47
11-Nov-2014,4777.41,5885.88,3927.22,4407.91,-1108.47,-480.69
12-Nov-2014,6889.24,4447.79,2693.47,6522.83,2441.45,-3829.36
13-Nov-2014,3144.21,4961.91,4065.78,6454.63,-1817.7,-2388.85
14-Nov-2014,4840.87,6559.9,4628.81,3535.99,-1719.03,1092.82
17-Nov-2014,2423.98,4773.7,1622.21,4545.42,-2349.72,-2923.21
18-Nov-2014,4820.4,2549.83,2641.88,3464.72,2270.57,-822.84
19-Nov-2014,2622.45,2183.27,3049.26,3261.43,439.18,-212.17
20-Nov-2014,5554.26,8407.57,4229.36,5196.26,-2853.31,-966.9
21-Nov-2014,4900.98,5719.21,2851.93,4969.02,-818.23,-2117.09
24-Nov-2014,8105.06,4602.3,2437.53,6885.85,3502.76,-4448.32
25-Nov-2014,6816.54,3518.14,2355.27,2428.26,3298.4,-72.99
26-Nov-2014,1957.33,8371.85,1970.79,9681.58,-6414.52,-7710.79
27-Nov-2014,3501.3,4382.94,4044.59,4023.76,-881.64,20.83
28-Nov-2014,4206.53,6292.58,5520.64,2368.65,-2086.05,3151.99
01-Dec-2014,3697.94,5172.09,2957.35,3082.0,-1474.15,-124.65
02-Dec-2014,2449.64,4919.57,2597.22,6196.72,-2469.93,-3599.5
03-Dec-2014,11222.46,3385.46,5665.92,3530.09,7837.0,2135.83
04-Dec-2014,5097.99,4515.98,3712.29,1076.11,582.01,2636.18
05-Dec-2014,4452.91,2390.04,3433.32,5529.51,2062.87,-2096.19
08-Dec-2014,6932.38,2795.54,2952.04,2938.85,4136.84,13.19
09-Dec-2014,4491.12,5613.04,3672.57,4174.63,-1121.92,-502.06
10-Dec-2014,4873.84,4262.14,7598.88,4830.93,611.7,2767.95
11-Dec-2014,1151.32,4999.43,4385.94,3852.4,-3848.11,533.54
12-Dec-2014,4603.32,2990.38,2808.09,3062.42,1612.94,-254.33
15-Dec-2014,2416.69,5606.86,1928.89,5386.32,-3190.17,-3457.43
16-Dec-2014,5716.85,6374.97,5994.48,3990.28,-658.12,2004.2
17-Dec-2014,4730.92,7776.84,4846.63,4120.28,-3045.92,726.35
18-Dec-2014,2749.66,3571.56,7292.79,4836.55,-821.9,2456.24
19-Dec-2014,13121.44,8789.56,2722.72,2176.41,4331.88,546.31
22-Dec-2014,5785.89,8841.14,4825.78,6444.71,-3055.25,-1618.93
23-Dec-2014,1790.62,4969.7,4424.73,2296.69,-3179.08,2128.04
24-Dec-2014,4962.45,2872.45,2972.24,3192.65,2090.0,-220.41
25-Dec-2014,4316.36,5024.2,3785.19,2778.86,-707.84,1006.33
26-Dec-2014,3482.48,3434.68,4393.21,1571.61,47.8,2821.6
29-Dec-2014,4084.79,2111.9,3763.61,4245.05,1972.89,-481.44
30-Dec-2014,7595.74,3720.14,5637.23,4715.64,3875.6,921.59
31-Dec-2014,3429.53,2417.66,6651.71,3294.02,1011.87,3357.69
01-Jan-2015,2309.67,2690.15,9858.85,1919.93,-380.48,7938.92
02-Jan-2015,5401.41,7575.8,3578.05,2195.55,-2174.39,1382.5
05-Jan-2015,4603.27,4242.81,4875.42,2482.65,360.46,2392.77
06-Jan-2015,3566.88,1915.18,4278.16,2724.83,1651.7,1553.33
07-Jan-2015,2019.86,3794.2,3046.02,3269.58,-1774.34,-223.56
08-Jan-2015,5429.66,4519.54,4966.73,3886.87,910.12,1079.86
09-Jan-2015,3909.55,5911.01,4468.04,3232.36,-2001.46,1235.68
12-Jan-2015,5528.07,3417.35,4021.14,3021.88,2110.72,999.26
13-Jan-2015,3626.41,4271.04,8341.68,2633.8,-644.63,5707.88
14-Jan-2015,3763.85,3770.06,3922.19,3567.32,-6.21,354.87
15-Jan-2015,9109.68,3843.44,2894.15,2987.27,5266.24,-93.12
16-Jan-2015,4653.31,4663.34,4533.14,4133.77,-10.03,399.37
19-Jan-2015,4990.23,7539.89,3118.82,4318.19,-2549.66,-1199.37
20-Jan-2015,2832.88,5750.39,3226.43,4705.93,-2917.51,-1479.5
21-Jan-2015,4223.82,6162.84,4277.47,4626.04,-1939.02,-348.57
22-Jan-2015,10136.27,3124.03,4656.06,3741.61,7012.24,914.45
23-Jan-2015,5663.28,8563.77,1275.28,4389.32,-2900.49,-3114.04
26-Jan-2015,4010.75,5380.85,2121.59,4353.44,-1370.1,-2231.85
27-Jan-2015,3143.94,4275.45,3729.57,6045.27,-1131.51,-2315.7
28-Jan-2015,3280.96,3169.25,2980.58,3317.25,111.71,-336.67
29-Jan-2015,2707.49,3186.25,5031.15,4750.7,-478.76,280.45
30-Jan-2015,7874.88,6782.59,8370.56,3248.42,1092.29,5122.14
02-Feb-2015,4574.6,5896.25,5187.5,2197.76,-1321.65,2989.74
03-Feb-2015,2767.68,5852.88,3208.83,3684.25,-3085.2,-475.42
04-Feb-2015,6727.84,3994.9,4650.38,2865.94,2732.94,1784.44
05-Feb-2015,4600.08,10582.95,3450.28,7737.8,-5982.87,-4287.52
06-Feb-2015,7044.34,6696.79,6633.75,3837.08,347.55,2796.67
09-Feb-2015,4423.24,2009.81,4653.22,2632.75,2413.43,2020.47
10-Feb-2015,4014.89,7621.73,2677.66,6252.46,-3606.84,-3574.8
11-Feb-2015,7957.19,3780.67,2464.18,9607.73,4176.52,-7143.55
12-Feb-2015,3279.88,2804.13,5469.9,2645.6,475.75,2824.3
13-Feb-2015,5191.54,7432.84,3500.0,5073.34,-2241.3,-1573.34
16-Feb-2015,8278.03,4369.75,3723.52,3693.93,3908.28,29.59
17-Feb-2015,5546.64,3360.25,3286.15,4372.27,2186.39,-1086.12
18-Feb-2015,4084.15,5985.53,7625.55,3112.67,-1901.38,4512.88
19-Feb-2015,5577.8,13621.75,5367.0,4285.1,-8043.95,1081.9
20-Feb-2015,7710.78,2279.46,5804.95,4541.11,5431.32,1263.84
23-Feb-2015,1630.1,1828.64,3378.61,5327.93,-198.54,-1949.32
24-Feb-2015,6417.18,3316.05,4217.89,2604.65,3101.13,1613.24
25-Feb-2015,5894.75,6383.68,4782.72,2823.39,-488.93,1959.33
26-Feb-2015,1941.41,4597.06,5909.78,5839.28,-2655.65,70.5
27-Feb-2015,4873.92,3134.57,3397.41,2496.51,1739.35,900.9
02-Mar-2015,5474.17,5313.56,2319.14,3709.87,160.61,-1390.73
03-Mar-2015,3849.03,4758.21,4171.92,7357.07,-909.18,-3185.15
04-Mar-2015,11261.77,4603.0,2601.12,3048.76,6658.77,-447.64
05-Mar-2015,3680.32,4105.44,3795.15,4141.87,-425.12,-346.72
06-Mar-2015,18061.65,4581.45,6142.69,3411.08,13480.2,2731.61
09-Mar-2015,10019.43,2309.3,2702.16,4943.28,7710.13,-2241.12
10-Mar-2015,4063.01,4806.5,3058.87,3792.72,-743.49,-733.85
11-Mar-2015,5960.86,3818.04,4372.06,4234.35,2142.82,137.71
12-Mar-2015,3852.26,1836.95,3463.41,1914.19,2015.31,1549.22
13-Mar-2015,4615.79,3739.99,2379.36,5257.0,875.8,-2877.64
16-Mar-2015,4691.8,8146.33,2858.21,1449.65,-3454.53,1408.56
17-Mar-2015,2645.36,9163.19,3335.44,3030.49,-6517.83,304.95
18-Mar-2015,4104.09,6823.48,4537.49,5112.54,-2719.39,-575.05
19-Mar-2015,3734.0,2612.9,4254.4,2781.82,1121.1,1472.58
20-Mar-2015,6907.65,6125.72,1308.07,3984.35,781.93,-2676.28
23-Mar-2015,4715.92,6207.57,3071.09,2203.93,-1491.65,867.16
24-Mar-2015,5681.98,7360.34,8633.7,4918.51,-1678.36,3715.19
25-Mar-2015,3692.64,4640.15,1592.34,1546.51,-947.51,45.83
26-Mar-2015,2503.66,5306.24,2676.49,4735.61,-2802.58,-2059.12
27-Mar-2015,4665.27,5743.47,5466.06,1558.59,-1078.2,3907.47
30-Mar-2015,7190.32,7504.81,2708.59,4033.89,-314.49,-1325.3
31-Mar-2015,7955.91,2060.26,3616.15,1736.79,5895.65,1879.36
01-Apr-2015,6202.37,4901.32,2526.33,3621.95,1301.05,-1095.62
02-Apr-2015,2322.53,4699.28,2975.64,6457.56,-2376.75,-3481.92
03-Apr-2015,5492.09,4011.33,2432.13,5205.26,1480.76,-2773.13
06-Apr-2015,5593.48,5902.34,2751.81,4587.96,-308.86,-1836.15
07-Apr-2015,4963.14,3467.46,3122.58,4218.74,1495.68,-1096.16
08-Apr-2015,5048.07,7193.17,8099.3,2470.78,-2145.1,5628.52
09-Apr-2015,6517.69,3717.94,3990.84,2382.06,2799.75,1608.78
10-Apr-2015,5454.43,4254.94,3474.22,2729.1,1199.49,745.12
13-Apr-2015,6474.0,3706.97,2581.39,7635.04,2767.03,-5053.65
14-Apr-2015,1944.0,4617.36,3558.65,8778.72,-2673.36,-5220.07
15-Apr-2015,13823.87,7688.57,5406.88,2758.23,6135.3,2648.65
16-Apr-2015,4005.27,8042.46,2357.36,4609.02,-4037.19,-2251.66
17-Apr-2015,4025.67,3694.45,4377.2,2465.03,331.22,1912.17
20-Apr-2015,4320.29,2259.06,6822.61,7822.34,2061.23,-999.73
21-Apr-2015,7003.14,7137.71,5908.47,2662.82,-134.57,3245.65
22-Apr-2015,6771.48,4486.33,4091.85,1955.21,2285.15,2136.64
23-Apr-2015,3888.13,2255.2,2753.72,2372.94,1632.93,380.78
24-Apr-2015,4122.14,4739.2,5671.25,4066.22,-617.06,1605.03
27-Apr-2015,5767.01,1860.93,4891.48,4503.72,3906.08,387.76
28-Apr-2015,3916.68,2549.04,3185.61,3935.03,1367.64,-749.42
29-Apr-2015,4550.29,4461.52,3631.26,2613.06,88.77,1018.2
30-Apr-2015,3853.53,10860.7,4332.24,5660.78,-7007.17,-1328.54
01-May-2015,4719.85,2768.4,3859.76,2668.1,1951.45,1191.66
04-May-2015,8271.24,6287.3,3381.23,2920.35,1983.94,460.88
05-May-2015,3187.11,2699.26,2689.18,4019.56,487.85,-1330.38
06-May-2015,11189.55,3340.02,3743.5,4066.98,7849.53,-323.48
07-May-2015,5431.42,4067.02,3907.04,3270.49,1364.4,636.55
08-May-2015,3062.01,2918.28,5348.96,2584.33,143.73,2764.63
11-May-2015,6050.13,5519.03,2928.43,8304.65,531.1,-5376.22
12-May-2015,2642.05,3680.16,8070.68,2876.31,-1038.11,5194.37
13-May-2015,3458.21,4553.11,4208.72,2736.61,-1094.9,1472.11
14-May-2015,3573.63,6587.27,6341.46,3699.55,-3013.64,2641.91
15-May-2015,3655.88,1917.87,2050.72,2747.67,1738.01,-696.95
18-May-2015,1779.39,5304.17,3899.68,1712.03,-3524.78,2187.65
19-May-2015,2403.51,2743.52,3498.47,4444.88,-340.01,-946.41
20-May-2015,4208.62,4308.38,5127.24,5809.77,-99.76,-682.53
21-May-2015,2276.08,3501.74,3124.55,7477.29,-1225.66,-4352.74
22-May-2015,8025.17,5507.58,2230.18,2295.1,2517.59,-64.92
25-May-2015,3262.9,4717.47,4294.45,3104.71,-1454.57,1189.74
26-May-2015,2710.87,3559.12,5040.29,2793.77,-848.25,2246.52
27-May-2015,7315.23,8500.33,6661.27,1540.33,-1185.1,5120.94
28-May-2015,2906.7,8566.04,4003.59,6441.49,-5659.34,-2437.9
29-May-2015,8958.94,10843.39,6427.7,3963.59,-1884.45,2464.11
01-Jun-2015,6021.79,3108.49,4978.57,3402.52,2913.3,1576.05
02-Jun-2015,11912.71,2922.49,2277.25,2342.48,8990.22,-65.23
03-Jun-2015,2913.68,3497.37,3754.24,3032.92,-583.69,721.32
04-Jun-2015,5257.28,6700.92,3928.95,4527.67,-1443.64,-598.72
05-Jun-2015,4624.39,6235.18,3456.12,6951.94,-1610.79,-3495.82
08-Jun-2015,6785.32,4303.24,3658.67,5072.93,2482.08,-1414.26
09-Jun-2015,5724.08,6901.0,3428.27,4532.55,-1176.92,-1104.28
10-Jun-2015,3662.02,3704.2,2863.8,5891.02,-42.18,-3027.22
11-Jun-2015,3825.91,2804.52,5183.7,2016.37,1021.39,3167.33
12-Jun-2015,7240.89,7169.48,4671.7,2777.48,71.41,1894.22
15-Jun-2015,4199.44,2573.97,4557.88,3658.54,1625.47,899.34
16-Jun-2015,7404.94,6250.73,3896.22,2361.79,1154.21,1534.43
17-Jun-2015,6390.35,3338.39,4329.3,2654.89,3051.96,1674.41
18-Jun-2015,9500.57,4028.98,4177.74,5031.32,5471.59,-853.58
19-Jun-2015,4907.97,4597.71,3953.09,3326.5,310.26,626.59
22-Jun-2015,4156.06,7767.22,4360.56,4042.86,-3611.16,317.7
23-Jun-2015,5571.78,7653.32,2594.92,2270.56,-2081.54,324.36
24-Jun-2015,5710.37,3832.94,4686.79,2179.57,1877.43,2507.22
25-Jun-2015,6947.25,5095.36,6142.02,2647.19,1851.89,3494.83
26-Jun-2015,4528.65,3504.14,1596.39,3460.17,1024.51,-1863.78
29-Jun-2015,1458.3,4372.21,3219.04,1629.44,-2913.91,1589.6
30-Jun-2015,3180.69,6132.26,3592.89,3519.14,-2951.57,73.75
01-Jul-2015,6912.65,4634.37,2848.4,3495.86,2278.28,-647.46
02-Jul-2015,6388.45,2927.69,8613.68,4610.72,3460.76,4002.96
03-Jul-2015,9317.73,2156.95,5194.96,4331.55,7160.78,863.41
06-Jul-2015,5702.41,3398.4,3054.68,2363.56,2304.01,691.12
07-Jul-2015,3262.51,2933.99,6233.45,2928.54,328.52,3304.91
08-Jul-2015,3173.09,8563.03,3971.39,2411.27,-5389.94,1560.12
09-Jul-2015,3338.15,3318.26,3718.35,3721.18,19.89,-2.83
10-Jul-2015,3701.96,2772.08,5352.72,2996.43,929.88,2356.29
13-Jul-2015,10506.31,4621.42,1456.44,6185.31,5884.89,-4728.87
14-Jul-2015,3157.32,2695.61,5438.37,1847.3,461.71,3591.07
15-Jul-2015,4373.73,5718.93,3030.03,4037.76,-1345.2,-1007.73
16-Jul-2015,2763.35,5377.65,3100.67,2194.26,-2614.3,906.41
17-Jul-2015,3864.88,5052.4,4701.29,6618.71,-1187.52,-1917.42
20-Jul-2015,6001.28,2178.79,3792.68,2672.19,3822.49,1120.49
21-Jul-2015,5198.15,6867.08,3144.99,4312.09,-1668.93,-1167.1
22-Jul-2015,3528.59,2722.9,5278.13,4078.03,805.69,1200.1
23-Jul-2015,6714.6,1554.57,2685.93,1987.98,5160.03,697.95
24-Jul-2015,3768.16,3900.08,2188.44,3567.96,-131.92,-1379.52
27-Jul-2015,7323.06,8735.85,3662.19,5343.49,-1412.79,-1681.3
28-Jul-2015,2731.25,4705.25,2066.7,5286.54,-1974.0,-3219.84
29-Jul-2015,7253.57,4456.0,2820.26,6173.69,2797.57,-3353.43
30-Jul-2015,3749.74,5901.24,6365.58,2661.24,-2151.5,3704.34
31-Jul-2015,5640.0,1971.79,4802.34,3164.76,3668.21,1637.58
03-Aug-2015,1388.36,4184.35,4725.69,2497.14,-2795.99,2228.55
04-Aug-2015,4622.9,1995.41,2597.66,2475.18,2627.49,122.48
05-Aug-2015,5385.0,11044.32,2779.04,2950.42,-5659.32,-171.38
06-Aug-2015,3169.73,7948.15,2843.97,4397.78,-4778.42,-1553.81
07-Aug-2015,8110.99,2350.14,4001.46,2647.59,5760.85,1353.87
10-Aug-2015,4262.8,3623.59,2701.5,3231.25,639.21,-529.75
11-Aug-2015,6827.34,5169.33,3833.36,4216.39,1658.01,-383.03
12-Aug-2015,7143.51,3338.98,5690.67,2814.12,3804.53,2876.55
13-Aug-2015,2528.89,2418.94,5398.93,6504.5,109.95,-1105.57
14-Aug-2015,3075.78,6019.03,2400.15,2914.7,-2943.25,-514.55
17-Aug-2015,3696.98,5052.02,5482.94,2844.76,-1355.04,2638.18
18-Aug-2015,4338.85,5610.52,4281.91,1623.4,-1271.67,2658.51
19-Aug-2015,5836.71,6655.12,4633.63,7924.85,-818.41,-3291.22
20-Aug-2015,8684.99,6168.08,4003.24,3136.81,2516.91,866.43
21-Aug-2015,4681.46,5168.52,1378.15,3011.84,-487.06,-1633.69
24-Aug-2015,7440.19,2850.61,3505.78,3250.25,4589.58,255.53
25-Aug-2015,7037.44,2878.76,4474.8,7551.13,4158.68,-3076.33
26-Aug-2015,4860.93,3489.2,5040.6,1470.29,1371.73,3570.31
27-Aug-2015,3584.9,5910.22,4353.19,5702.79,-2325.32,-1349.6
28-Aug-2015,4486.62,5128.46,2747.62,4406.13,-641.84,-1658.51
31-Aug-2015,3661.2,5700.11,4654.33,6977.06,-2038.91,-2322.73
01-Sep-2015,4130.65,6640.12,3704.81,6702.94,-2509.47,-2998.13
02-Sep-2015,5955.39,1942.06,2846.78,5702.94,4013.33,-2856.16
03-Sep-2015,7581.93,11720.93,2971.76,3783.02,-4139.0,-811.26
04-Sep-2015,5243.08,2609.59,2660.56,4807.08,2633.49,-2146.52
07-Sep-2015,6559.35,4394.37,4202.65,4392.29,2164.98,-189.64
08-Sep-2015,4423.23,2825.61,6206.84,7493.26,1597.62,-1286.42
09-Sep-2015,4065.2,3809.37,4378.51,4017.02,255.83,361.49
10-Sep-2015,4673.1,5122.45,4306.3,2371.99,-449.35,1934.31
11-Sep-2015,6616.1,3282.51,4540.13,7013.6,3333.59,-2473.47
14-Sep-2015,3585.06,13681.21,6334.06,5112.11,-10096.15,1221.95
15-Sep-2015,5746.73,5420.54,3759.49,2902.47,326.19,857.02
16-Sep-2015,5016.41,4824.66,5239.89,2961.58,191.75,2278.31
17-Sep-2015,5245.32,6432.8,6894.76,3183.56,-1187.48,3711.2
18-Sep-2015,7258.12,4059.27,3206.81,4540.01,3198.85,-1333.2
21-Sep-2015,5143.77,3211.8,2807.72,2257.27,1931.97,550.45
22-Sep-2015,3497.53,5018.86,4776.03,4723.81,-1521.33,52.22
23-Sep-2015,3208.17,7362.54,3063.8,3330.05,-4154.37,-266.25
24-Sep-2015,4193.03,4861.88,4577.16,1763.07,-668.85,2814.09
25-Sep-2015,3892.46,4247.03,4196.2,2586.57,-354.57,1609.63
28-Sep-2015,5196.0,4985.53,5466.42,3659.42,210.47,1807.0
29-Sep-2015,5048.32,4112.63,7558.5,5938.2,935.69,1620.3
30-Sep-2015,5960.86,8040.95,3064.52,5155.45,-2080.09,-2090.93
01-Oct-2015,4115.75,4618.02,1227.99,4853.71,-502.27,-3625.72
02-Oct-2015,4338.31,4606.99,3429.19,4687.49,-268.68,-1258.3
05-Oct-2015,3029.78,7426.53,2895.59,5187.07,-4396.75,-2291.48
06-Oct-2015,4458.74,3657.29,3386.85,7579.83,801.45,-4192.98
07-Oct-2015,6397.71,3354.55,2783.1,2302.79,3043.16,480.31
08-Oct-2015,2616.2,4047.51,2783.01,3255.66,-1431.31,-472.65
09-Oct-2015,4095.56,8086.01,4974.93,5389.66,-3990.45,-414.73
12-Oct-2015,5528.97,3643.5,4718.64,4650.76,1885.47,67.88
13-Oct-2015,3829.45,5819.17,2313.37,4018.55,-1989.72,-1705.18
14-Oct-2015,5385.16,4397.05,2141.35,3351.54,988.11,-1210.19
15-Oct-2015,5985.97,6183.04,3894.75,4023.48,-197.07,-128.73
16-Oct-2015,3320.42,9711.65,4671.45,5219.48,-6391.23,-548.03
19-Oct-2015,7277.85,4142.93,2420.38,6644.02,3134.92,-4223.64
20-Oct-2015,7330.52,1972.71,3431.25,5822.73,5357.81,-2391.48
21-Oct-2015,2729.15,2584.72,5093.21,2258.97,144.43,2834.24
22-Oct-2015,7126.18,3633.9,2613.77,2034.27,3492.28,579.5
23-Oct-2015,3921.5,4246.37,3916.5,2924.3,-324.87,992.2
26-Oct-2015,4136.38,8290.94,5877.67,6156.65,-4154.56,-278.98
27-Oct-2015,2475.61,2357.46,4241.14,2009.01,118.15,2232.13
28-Oct-2015,7525.25,9072.45,12189.73,4698.42,-1547.2,7491.31
29-Oct-2015,4551.03,7539.92,5203.19,3222.58,-2988.89,1980.61
30-Oct-2015,3104.79,2447.8,2834.97,2939.64,656.99,-104.67
02-Nov-2015,4357.46,3746.11,3300.92,9223.1,611.35,-5922.18
03-Nov-2015,4973.18,1476.56,2818.56,1890.36,3496.62,928.2
04-Nov-2015,12185.99,6608.68,4136.0,1963.51,5577.31,2172.49
05-Nov-2015,11097.88,2087.9,6833.68,5297.65,9009.98,1536.03
06-Nov-2015,3719.38,4847.6,7402.62,3453.49,-1128.22,3949.13
09-Nov-2015,3237.31,5907.58,2618.14,5267.32,-2670.27,-2649.18
10-Nov-2015,3306.3,5577.3,2959.91,4361.68,-2271.0,-1401.77
11-Nov-2015,5843.69,9600.32,2168.92,4964.82,-3756.63,-2795.9
12-Nov-2015,4167.92,3785.78,2630.36,5316.92,382.14,-2686.56
13-Nov-2015,3113.7,7855.06,6133.37,2711.29,-4741.36,3422.08
16-Nov-2015,5410.81,5033.46,5385.75,4525.39,377.35,860.36
17-Nov-2015,8257.95,5641.81,5816.41,2387.97,2616.14,3428.44
18-Nov-2015,3849.4,5479.76,5207.27,4918.78,-1630.36,288.49
19-Nov-2015,3728.37,3762.37,7074.24,3656.31,-34.0,3417.93
20-Nov-2015,5818.21,4888.23,5312.1,4699.25,929.98,612.85
23-Nov-2015,6177.47,5187.83,2935.63,3295.68,989.64,-360.05
24-Nov-2015,4972.21,4788.09,4240.68,5116.29,184.12,-875.61
25-Nov-2015,3971.67,4400.02,3777.13,6214.42,-428.35,-2437.29
26-Nov-2015,5387.41,3253.86,1720.15,2727.49,2133.55,-1007.34
27-Nov-2015,4014.28,8042.46,6869.4,2796.26,-4028.18,4073.14
30-Nov-2015,3365.73,3051.64,3455.27,2283.58,314.09,1171.69
01-Dec-2015,4550.4,9573.64,7368.64,2669.41,-5023.24,4699.23
02-Dec-2015,1941.37,5554.99,2593.89,6255.47,-3613.62,-3661.58
03-Dec-2015,2800.1,14403.5,7566.01,2863.77,-11603.4,4702.24
04-Dec-2015,6901.16,2926.53,4651.82,2088.56,3974.63,2563.26
07-Dec-2015,6724.86,3899.8,2944.31,1914.82,2825.06,1029.49
08-Dec-2015,1666.92,8616.08,2723.47,1472.1,-6949.16,1251.37
09-Dec-2015,4159.06,4392.27,3390.97,8194.79,-233.21,-4803.82
10-Dec-2015,2894.63,2649.42,2164.71,2973.29,245.21,-808.58
11-Dec-2015,4956.22,5521.22,3899.37,2077.45,-565.0,1821.92
14-Dec-2015,4208.76,3683.1,5628.86,2541.42,525.66,3087.44
15-Dec-2015,4028.82,5114.13,4359.94,3635.02,-1085.31,724.92
16-Dec-2015,5738.54,3934.69,4076.21,4244.69,1803.85,-168.48
17-Dec-2015,4729.24,3085.97,5621.62,2958.51,1643.27,2663.11
18-Dec-2015,1791.16,4347.06,3028.9,3623.48,-2555.9,-594.58
21-Dec-2015,5758.82,6657.95,3933.99,2620.51,-899.13,1313.48
22-Dec-2015,5339.13,4149.1,3017.66,2991.64,1190.03,26.02
23-Dec-2015,5262.37,7036.4,2197.94,3320.38,-1774.03,-1122.44
