Date,Advances,Declines,Unchanged,Advance Decline Ratio
30-Jun-2023,1692,230,104,7.357
03-Jul-2023,1018,899,65,1.132
04-Jul-2023,1001,916,84,1.093
05-Jul-2023,696,1366,92,0.51
06-Jul-2023,1392,607,22,2.293
07-Jul-2023,780,1141,26,0.684
10-Jul-2023,99,1922,58,0.052
11-Jul-2023,904,1003,104,0.901
12-Jul-2023,573,1398,104,0.41
13-Jul-2023,1012,1050,64,0.964
14-Jul-2023,498,1416,43,0.352
17-Jul-2023,661,1240,53,0.533
18-Jul-2023,590,1489,87,0.396
19-Jul-2023,261,1679,73,0.155
20-Jul-2023,37,2032,37,0.018
21-Jul-2023,945,1139,121,0.83
24-Jul-2023,1008,934,113,1.079
25-Jul-2023,1252,737,65,1.699
26-Jul-2023,632,1316,94,0.48
27-Jul-2023,1021,928,74,1.1
28-Jul-2023,802,1129,105,0.71
31-Jul-2023,536,1497,84,0.358
01-Aug-2023,911,1101,125,0.827
02-Aug-2023,524,1493,32,0.351
03-Aug-2023,498,1577,127,0.316
04-Aug-2023,1021,935,129,1.092
07-Aug-2023,565,1445,50,0.391
08-Aug-2023,788,1223,119,0.644
09-Aug-2023,1279,683,76,1.873
10-Aug-2023,705,1385,55,0.509
11-Aug-2023,560,1494,46,0.375
14-Aug-2023,850,1149,122,0.74
15-Aug-2023,1235,674,102,1.832
16-Aug-2023,1030,1051,42,0.98
17-Aug-2023,580,1440,73,0.403
18-Aug-2023,1221,721,92,1.693
21-Aug-2023,941,966,126,0.974
22-Aug-2023,1373,598,67,2.296
23-Aug-2023,812,1275,56,0.637
24-Aug-2023,971,1079,64,0.9
25-Aug-2023,1311,759,85,1.727
28-Aug-2023,1129,851,69,1.327
29-Aug-2023,826,1251,56,0.66
30-Aug-2023,994,1089,60,0.913
31-Aug-2023,1291,639,65,2.02
01-Sep-2023,816,1231,104,0.663
04-Sep-2023,591,1364,90,0.433
05-Sep-2023,1228,869,39,1.413
06-Sep-2023,1276,751,50,1.699
07-Sep-2023,830,1099,48,0.755
08-Sep-2023,814,1117,102,0.729
11-Sep-2023,505,1442,51,0.35
12-Sep-2023,852,1107,61,0.77
13-Sep-2023,741,1345,23,0.551
14-Sep-2023,754,1200,110,0.628
15-Sep-2023,742,1236,110,0.6
18-Sep-2023,1186,793,29,1.496
19-Sep-2023,431,1634,74,0.264
20-Sep-2023,460,1468,46,0.313
21-Sep-2023,843,1093,35,0.771
22-Sep-2023,300,1618,95,0.185
25-Sep-2023,1354,563,65,2.405
26-Sep-2023,699,1315,82,0.532
27-Sep-2023,1502,554,47,2.711
28-Sep-2023,817,1108,74,0.737
29-Sep-2023,836,1258,54,0.665
02-Oct-2023,1184,716,74,1.654
03-Oct-2023,674,1325,90,0.509
04-Oct-2023,847,1242,95,0.682
05-Oct-2023,398,1561,62,0.255
06-Oct-2023,916,1063,34,0.862
09-Oct-2023,211,1690,109,0.125
10-Oct-2023,389,1654,30,0.235
11-Oct-2023,702,1347,76,0.521
12-Oct-2023,1168,807,37,1.447
13-Oct-2023,151,1766,23,0.086
16-Oct-2023,819,1247,56,0.657
17-Oct-2023,1110,989,120,1.122
18-Oct-2023,690,1238,66,0.557
19-Oct-2023,1492,546,100,2.733
20-Oct-2023,726,1349,114,0.538
23-Oct-2023,598,1327,106,0.451
24-Oct-2023,1467,607,113,2.417
25-Oct-2023,818,1167,53,0.701
26-Oct-2023,1127,960,42,1.174
27-Oct-2023,595,1360,45,0.438
30-Oct-2023,50,2043,110,0.024
31-Oct-2023,1729,335,43,5.161
01-Nov-2023,1230,727,90,1.692
02-Nov-2023,573,1381,124,0.415
03-Nov-2023,834,1142,49,0.73
06-Nov-2023,768,1199,29,0.641
07-Nov-2023,1495,542,33,2.758
08-Nov-2023,365,1675,37,0.218
09-Nov-2023,908,1075,43,0.845
10-Nov-2023,1044,913,41,1.143
13-Nov-2023,917,1171,80,0.783
14-Nov-2023,198,1836,103,0.108
15-Nov-2023,542,1452,125,0.373
16-Nov-2023,656,1375,109,0.477
17-Nov-2023,622,1301,34,0.478
20-Nov-2023,831,1149,92,0.723
21-Nov-2023,1013,905,50,1.119
22-Nov-2023,699,1362,93,0.513
23-Nov-2023,718,1274,76,0.564
24-Nov-2023,1131,915,82,1.236
27-Nov-2023,715,1359,129,0.526
28-Nov-2023,761,1195,121,0.637
29-Nov-2023,587,1512,33,0.388
30-Nov-2023,728,1277,73,0.57
01-Dec-2023,1315,683,63,1.925
04-Dec-2023,781,1153,38,0.677
05-Dec-2023,1377,563,53,2.446
06-Dec-2023,1261,838,77,1.505
07-Dec-2023,500,1560,58,0.321
08-Dec-2023,372,1664,46,0.224
11-Dec-2023,1418,593,87,2.391
12-Dec-2023,824,1196,73,0.689
13-Dec-2023,1606,409,72,3.927
14-Dec-2023,1430,667,58,2.144
15-Dec-2023,943,1073,121,0.879
18-Dec-2023,1424,565,117,2.52
19-Dec-2023,1524,423,78,3.603
20-Dec-2023,694,1233,39,0.563
21-Dec-2023,817,1128,71,0.724
22-Dec-2023,1207,854,54,1.413
25-Dec-2023,865,1178,115,0.734
26-Dec-2023,392,1695,90,0.231
27-Dec-2023,1232,863,66,1.428
28-Dec-2023,432,1623,104,0.266
29-Dec-2023,20,2051,63,0.01
01-Jan-2024,655,1416,51,0.463
02-Jan-2024,1150,798,129,1.441
03-Jan-2024,810,1126,115,0.719
04-Jan-2024,469,1571,40,0.299
05-Jan-2024,926,1153,119,0.803
08-Jan-2024,489,1451,95,0.337
09-Jan-2024,779,1230,98,0.633
10-Jan-2024,991,932,92,1.063
11-Jan-2024,770,1131,22,0.681
12-Jan-2024,1189,910,26,1.307
15-Jan-2024,1089,841,106,1.295
16-Jan-2024,869,1043,63,0.833
17-Jan-2024,669,1332,57,0.502
18-Jan-2024,647,1383,129,0.468
19-Jan-2024,1112,795,23,1.399
22-Jan-2024,989,938,29,1.054
23-Jan-2024,1152,778,124,1.481
24-Jan-2024,1486,532,28,2.793
25-Jan-2024,991,922,118,1.075
26-Jan-2024,644,1288,26,0.5
29-Jan-2024,902,1137,48,0.793
30-Jan-2024,295,1662,94,0.177
31-Jan-2024,1016,895,27,1.135
01-Feb-2024,392,1637,46,0.239
02-Feb-2024,714,1264,73,0.565
05-Feb-2024,1440,484,76,2.975
06-Feb-2024,720,1183,34,0.609
07-Feb-2024,1291,641,126,2.014
08-Feb-2024,1247,703,45,1.774
09-Feb-2024,43,1964,50,0.022
12-Feb-2024,1063,933,73,1.139
13-Feb-2024,826,1177,41,0.702
14-Feb-2024,1383,600,84,2.305
15-Feb-2024,755,1145,38,0.659
16-Feb-2024,802,1116,79,0.719
19-Feb-2024,515,1583,71,0.325
20-Feb-2024,596,1457,101,0.409
21-Feb-2024,945,988,75,0.956
22-Feb-2024,639,1360,66,0.47
23-Feb-2024,636,1379,39,0.461
26-Feb-2024,430,1493,105,0.288
27-Feb-2024,834,1074,73,0.777
28-Feb-2024,846,1146,50,0.738
29-Feb-2024,641,1297,32,0.494
01-Mar-2024,202,1828,37,0.111
04-Mar-2024,598,1339,112,0.447
05-Mar-2024,1368,667,35,2.051
06-Mar-2024,578,1479,25,0.391
07-Mar-2024,883,1146,85,0.771
08-Mar-2024,889,1084,82,0.82
11-Mar-2024,792,1220,93,0.649
12-Mar-2024,931,1114,67,0.836
13-Mar-2024,1172,916,29,1.279
14-Mar-2024,904,1090,80,0.829
15-Mar-2024,748,1255,76,0.596
18-Mar-2024,859,1226,116,0.701
19-Mar-2024,436,1494,69,0.292
20-Mar-2024,848,1168,100,0.726
21-Mar-2024,711,1318,38,0.539
22-Mar-2024,1087,975,114,1.115
25-Mar-2024,448,1546,78,0.29
26-Mar-2024,957,1140,72,0.839
27-Mar-2024,870,1155,106,0.753
28-Mar-2024,91,1893,38,0.048
29-Mar-2024,539,1364,44,0.395
01-Apr-2024,702,1293,41,0.543
02-Apr-2024,1093,934,117,1.17
03-Apr-2024,758,1324,66,0.573
04-Apr-2024,861,1141,65,0.755
05-Apr-2024,1536,530,54,2.898
08-Apr-2024,787,1168,63,0.674
09-Apr-2024,1277,656,119,1.947
10-Apr-2024,655,1310,114,0.5
11-Apr-2024,902,1062,66,0.849
12-Apr-2024,731,1248,35,0.586
15-Apr-2024,1491,456,96,3.27
16-Apr-2024,716,1197,48,0.598
17-Apr-2024,535,1420,118,0.377
18-Apr-2024,811,1182,112,0.686
19-Apr-2024,707,1294,60,0.546
22-Apr-2024,537,1430,41,0.376
23-Apr-2024,1091,809,106,1.349
24-Apr-2024,1013,1010,48,1.003
25-Apr-2024,797,1211,61,0.658
26-Apr-2024,1497,531,67,2.819
29-Apr-2024,381,1677,73,0.227
30-Apr-2024,395,1666,93,0.237
01-May-2024,618,1472,115,0.42
02-May-2024,295,1715,25,0.172
03-May-2024,1067,1031,64,1.035
06-May-2024,510,1415,117,0.36
07-May-2024,467,1474,88,0.317
08-May-2024,957,1074,44,0.891
09-May-2024,839,1176,71,0.713
10-May-2024,565,1366,64,0.414
13-May-2024,250,1813,50,0.138
14-May-2024,728,1309,63,0.556
15-May-2024,741,1340,117,0.553
16-May-2024,648,1263,100,0.513
17-May-2024,1112,883,123,1.259
20-May-2024,1079,924,113,1.168
21-May-2024,771,1146,113,0.673
22-May-2024,949,1006,72,0.943
23-May-2024,1214,872,39,1.392
24-May-2024,1035,976,104,1.06
27-May-2024,866,1165,45,0.743
28-May-2024,1341,613,49,2.188
29-May-2024,731,1367,116,0.535
30-May-2024,826,1097,20,0.753
31-May-2024,531,1535,125,0.346
03-Jun-2024,597,1378,58,0.433
04-Jun-2024,737,1346,37,0.548
05-Jun-2024,730,1323,94,0.552
06-Jun-2024,676,1311,80,0.516
07-Jun-2024,968,1114,42,0.869
10-Jun-2024,601,1381,103,0.435
11-Jun-2024,1174,865,129,1.357
12-Jun-2024,726,1330,78,0.546
13-Jun-2024,978,1007,120,0.971
14-Jun-2024,998,948,29,1.053
17-Jun-2024,649,1312,94,0.495
18-Jun-2024,522,1461,65,0.357
19-Jun-2024,507,1436,42,0.353
20-Jun-2024,1357,582,41,2.332
21-Jun-2024,805,1208,85,0.666
24-Jun-2024,1037,884,82,1.173
25-Jun-2024,926,1086,68,0.853
26-Jun-2024,1093,994,27,1.1
27-Jun-2024,620,1429,64,0.434
28-Jun-2024,793,1169,26,0.678
01-Jul-2024,512,1409,65,0.363
02-Jul-2024,914,1015,114,0.9
03-Jul-2024,853,1063,38,0.802
04-Jul-2024,701,1340,113,0.523
05-Jul-2024,1390,620,57,2.242
08-Jul-2024,876,1201,45,0.729
09-Jul-2024,573,1401,59,0.409
10-Jul-2024,1209,842,70,1.436
11-Jul-2024,943,1016,104,0.928
12-Jul-2024,634,1406,74,0.451
15-Jul-2024,1171,875,58,1.338
16-Jul-2024,800,1284,125,0.623
17-Jul-2024,172,1851,35,0.093
18-Jul-2024,820,1245,48,0.659
19-Jul-2024,519,1557,37,0.333
22-Jul-2024,753,1169,112,0.644
23-Jul-2024,760,1291,46,0.589
24-Jul-2024,953,951,81,1.002
25-Jul-2024,1165,785,37,1.484
26-Jul-2024,720,1260,72,0.571
29-Jul-2024,636,1322,22,0.481
30-Jul-2024,1056,897,128,1.177
31-Jul-2024,1045,876,45,1.193
01-Aug-2024,1434,663,100,2.163
02-Aug-2024,776,1201,87,0.646
05-Aug-2024,369,1559,27,0.237
06-Aug-2024,1175,891,71,1.319
07-Aug-2024,951,953,94,0.998
08-Aug-2024,625,1408,23,0.444
09-Aug-2024,865,1180,25,0.733
12-Aug-2024,789,1159,85,0.681
13-Aug-2024,1044,995,47,1.049
14-Aug-2024,940,1015,36,0.926
15-Aug-2024,911,1021,79,0.892
16-Aug-2024,1074,1008,71,1.065
19-Aug-2024,964,1012,21,0.953
20-Aug-2024,961,1050,76,0.915
21-Aug-2024,697,1395,96,0.5
22-Aug-2024,1150,830,81,1.386
23-Aug-2024,627,1289,37,0.486
26-Aug-2024,286,1689,108,0.169
27-Aug-2024,1171,791,117,1.48
28-Aug-2024,633,1365,125,0.464
29-Aug-2024,708,1256,27,0.564
30-Aug-2024,1395,618,40,2.257
02-Sep-2024,651,1373,77,0.474
03-Sep-2024,467,1626,30,0.287
04-Sep-2024,440,1506,90,0.292
05-Sep-2024,1249,680,83,1.837
06-Sep-2024,531,1388,59,0.383
09-Sep-2024,734,1253,84,0.586
10-Sep-2024,460,1564,73,0.294
11-Sep-2024,636,1296,120,0.491
12-Sep-2024,922,1050,68,0.878
13-Sep-2024,915,1021,120,0.896
16-Sep-2024,831,1087,116,0.764
17-Sep-2024,702,1367,95,0.514
18-Sep-2024,715,1322,46,0.541
19-Sep-2024,579,1483,58,0.39
20-Sep-2024,1216,830,60,1.465
23-Sep-2024,828,1178,113,0.703
24-Sep-2024,862,1179,77,0.731
25-Sep-2024,1066,942,46,1.132
26-Sep-2024,847,1247,40,0.679
27-Sep-2024,1637,444,90,3.687
30-Sep-2024,780,1143,68,0.682
01-Oct-2024,1090,850,50,1.282
02-Oct-2024,562,1429,50,0.393
03-Oct-2024,686,1360,107,0.504
04-Oct-2024,749,1292,76,0.58
07-Oct-2024,1345,730,30,1.842
08-Oct-2024,1361,688,58,1.978
09-Oct-2024,687,1245,115,0.552
10-Oct-2024,671,1413,97,0.475
11-Oct-2024,722,1269,127,0.569
14-Oct-2024,962,1049,27,0.917
15-Oct-2024,992,939,126,1.056
16-Oct-2024,642,1317,37,0.487
17-Oct-2024,420,1486,103,0.283
18-Oct-2024,679,1388,36,0.489
21-Oct-2024,783,1209,97,0.648
22-Oct-2024,1037,910,74,1.14
23-Oct-2024,648,1302,78,0.498
24-Oct-2024,845,1178,63,0.717
25-Oct-2024,880,1190,72,0.739
28-Oct-2024,784,1227,64,0.639
29-Oct-2024,790,1147,87,0.689
30-Oct-2024,661,1301,29,0.508
31-Oct-2024,433,1516,109,0.286
01-Nov-2024,417,1588,105,0.263
04-Nov-2024,892,1068,63,0.835
05-Nov-2024,1130,871,64,1.297
06-Nov-2024,1053,879,56,1.198
07-Nov-2024,924,1011,37,0.914
08-Nov-2024,128,1957,23,0.065
11-Nov-2024,624,1291,82,0.483
12-Nov-2024,1014,1017,49,0.997
13-Nov-2024,811,1175,25,0.69
14-Nov-2024,672,1377,74,0.488
15-Nov-2024,705,1361,77,0.518
18-Nov-2024,1282,680,86,1.885
19-Nov-2024,1355,660,116,2.053
20-Nov-2024,1028,970,109,1.06
21-Nov-2024,689,1349,47,0.511
22-Nov-2024,1140,780,87,1.462
25-Nov-2024,879,1216,87,0.723
26-Nov-2024,719,1329,73,0.541
27-Nov-2024,614,1301,44,0.472
28-Nov-2024,1568,499,37,3.142
29-Nov-2024,360,1546,90,0.233
02-Dec-2024,753,1210,26,0.622
03-Dec-2024,985,919,86,1.072
04-Dec-2024,792,1165,125,0.68
05-Dec-2024,518,1518,85,0.341
06-Dec-2024,964,1120,103,0.861
09-Dec-2024,973,974,109,0.999
10-Dec-2024,832,1167,129,0.713
11-Dec-2024,1087,930,67,1.169
12-Dec-2024,462,1481,107,0.312
13-Dec-2024,369,1584,72,0.233
16-Dec-2024,519,1413,36,0.367
17-Dec-2024,837,1156,109,0.724
18-Dec-2024,428,1473,95,0.291
19-Dec-2024,937,1045,87,0.897
20-Dec-2024,323,1581,123,0.204
23-Dec-2024,598,1430,94,0.418
24-Dec-2024,771,1288,77,0.599
25-Dec-2024,963,1126,35,0.855
26-Dec-2024,1180,824,24,1.432
27-Dec-2024,526,1515,86,0.347
30-Dec-2024,973,1023,121,0.951
31-Dec-2024,834,1210,128,0.689
01-Jan-2025,745,1160,21,0.642
02-Jan-2025,1084,933,108,1.162
03-Jan-2025,1224,702,90,1.744
06-Jan-2025,475,1475,99,0.322
07-Jan-2025,1183,737,38,1.605
08-Jan-2025,1468,525,31,2.796
09-Jan-2025,721,1347,51,0.535
10-Jan-2025,1069,883,29,1.211
13-Jan-2025,1052,943,96,1.116
14-Jan-2025,1105,972,120,1.137
15-Jan-2025,872,1137,98,0.767
16-Jan-2025,675,1297,68,0.52
17-Jan-2025,964,1067,72,0.903
20-Jan-2025,906,1063,22,0.852
21-Jan-2025,607,1446,91,0.42
22-Jan-2025,842,1092,21,0.771
23-Jan-2025,715,1312,120,0.545
24-Jan-2025,1236,730,88,1.693
27-Jan-2025,856,1081,87,0.792
28-Jan-2025,1265,645,109,1.961
29-Jan-2025,958,1011,34,0.948
30-Jan-2025,1724,311,56,5.543
31-Jan-2025,1191,734,44,1.623
03-Feb-2025,1413,646,48,2.187
04-Feb-2025,1306,711,124,1.837
05-Feb-2025,574,1330,84,0.432
06-Feb-2025,840,1145,89,0.734
07-Feb-2025,553,1496,81,0.37
10-Feb-2025,1090,813,42,1.341
11-Feb-2025,802,1240,49,0.647
12-Feb-2025,1163,831,55,1.4
13-Feb-2025,948,1008,74,0.94
14-Feb-2025,893,1086,26,0.822
17-Feb-2025,368,1598,67,0.23
18-Feb-2025,827,1259,55,0.657
19-Feb-2025,530,1468,52,0.361
20-Feb-2025,937,1078,53,0.869
21-Feb-2025,1345,620,109,2.169
24-Feb-2025,486,1437,22,0.338
25-Feb-2025,822,1262,107,0.651
26-Feb-2025,828,1212,92,0.683
27-Feb-2025,954,979,65,0.974
28-Feb-2025,819,1245,69,0.658
03-Mar-2025,502,1413,25,0.355
04-Mar-2025,1288,799,73,1.612
05-Mar-2025,678,1283,106,0.528
06-Mar-2025,936,1133,52,0.826
07-Mar-2025,1015,906,59,1.12
10-Mar-2025,1100,845,65,1.302
11-Mar-2025,283,1743,41,0.162
12-Mar-2025,860,1170,26,0.735
13-Mar-2025,575,1492,88,0.385
14-Mar-2025,1507,473,27,3.186
17-Mar-2025,777,1241,120,0.626
18-Mar-2025,425,1552,29,0.274
19-Mar-2025,712,1371,69,0.519
20-Mar-2025,770,1216,78,0.633
21-Mar-2025,747,1255,53,0.595
24-Mar-2025,831,1213,118,0.685
25-Mar-2025,692,1325,81,0.522
26-Mar-2025,381,1619,34,0.235
27-Mar-2025,352,1678,30,0.21
28-Mar-2025,805,1127,87,0.714
31-Mar-2025,1150,756,78,1.521
01-Apr-2025,992,928,72,1.069
02-Apr-2025,412,1661,21,0.248
03-Apr-2025,875,1080,106,0.81
04-Apr-2025,1223,824,126,1.484
07-Apr-2025,876,1159,40,0.756
08-Apr-2025,480,1483,49,0.324
09-Apr-2025,505,1486,32,0.34
10-Apr-2025,1035,962,74,1.076
11-Apr-2025,644,1428,102,0.451
14-Apr-2025,485,1487,95,0.326
15-Apr-2025,823,1234,74,0.667
16-Apr-2025,548,1372,125,0.399
17-Apr-2025,493,1567,47,0.315
18-Apr-2025,829,1222,91,0.678
21-Apr-2025,765,1280,107,0.598
22-Apr-2025,798,1290,119,0.619
23-Apr-2025,995,997,58,0.998
24-Apr-2025,1113,941,52,1.183
25-Apr-2025,1352,708,112,1.91
28-Apr-2025,872,1085,63,0.804
29-Apr-2025,303,1683,25,0.18
30-Apr-2025,297,1696,69,0.175
01-May-2025,1028,1062,51,0.968
02-May-2025,1099,810,126,1.357
05-May-2025,916,1070,63,0.856
06-May-2025,743,1278,119,0.581
07-May-2025,1088,893,71,1.218
08-May-2025,511,1455,69,0.351
09-May-2025,511,1434,61,0.356
12-May-2025,1392,616,67,2.26
13-May-2025,1449,507,121,2.858
14-May-2025,581,1356,99,0.428
15-May-2025,142,1911,72,0.074
16-May-2025,892,1200,81,0.743
19-May-2025,927,1167,48,0.794
20-May-2025,593,1406,52,0.422
21-May-2025,1346,623,27,2.161
22-May-2025,748,1270,129,0.589
23-May-2025,522,1491,28,0.35
26-May-2025,821,1231,47,0.667
27-May-2025,755,1188,81,0.636
28-May-2025,999,968,20,1.032
29-May-2025,868,1107,38,0.784
30-May-2025,1027,1006,47,1.021
02-Jun-2025,1134,842,34,1.347
03-Jun-2025,973,1114,94,0.873
04-Jun-2025,697,1301,97,0.536
05-Jun-2025,1614,445,115,3.627
06-Jun-2025,1023,1064,113,0.961
09-Jun-2025,1227,795,64,1.543
10-Jun-2025,1207,756,52,1.597
11-Jun-2025,733,1341,72,0.547
12-Jun-2025,757,1269,94,0.597
13-Jun-2025,801,1273,129,0.629
16-Jun-2025,1082,922,88,1.174
17-Jun-2025,463,1464,68,0.316
18-Jun-2025,742,1335,73,0.556
19-Jun-2025,489,1411,26,0.347
20-Jun-2025,543,1511,115,0.359
23-Jun-2025,1245,700,25,1.779
24-Jun-2025,539,1512,43,0.356
25-Jun-2025,986,1092,22,0.903
26-Jun-2025,1018,884,42,1.152
27-Jun-2025,872,1161,113,0.751
30-Jun-2025,1164,907,120,1.283
01-Jul-2025,1329,714,112,1.861
02-Jul-2025,1304,733,122,1.779
03-Jul-2025,1031,921,102,1.119
04-Jul-2025,1022,1020,66,1.002
07-Jul-2025,574,1438,63,0.399
08-Jul-2025,674,1394,119,0.484
09-Jul-2025,596,1356,89,0.44
10-Jul-2025,1065,856,103,1.244
11-Jul-2025,501,1461,53,0.343
14-Jul-2025,684,1397,86,0.49
15-Jul-2025,917,1170,50,0.784
16-Jul-2025,880,1110,55,0.793
17-Jul-2025,1273,818,47,1.556
18-Jul-2025,834,1215,42,0.686
21-Jul-2025,818,1100,73,0.744
22-Jul-2025,867,1178,56,0.736
23-Jul-2025,669,1359,111,0.492
24-Jul-2025,1036,1034,96,1.002
25-Jul-2025,791,1204,44,0.657
28-Jul-2025,1431,486,83,2.944
29-Jul-2025,988,1082,109,0.913
30-Jul-2025,1242,679,108,1.829
31-Jul-2025,932,1035,20,0.9
01-Aug-2025,260,1768,60,0.147
04-Aug-2025,539,1557,43,0.346
05-Aug-2025,1264,692,72,1.827
06-Aug-2025,960,1135,120,0.846
07-Aug-2025,934,1090,102,0.857
08-Aug-2025,414,1623,116,0.255
11-Aug-2025,742,1192,69,0.622
12-Aug-2025,1139,826,122,1.379
13-Aug-2025,786,1276,126,0.616
14-Aug-2025,511,1399,46,0.365
15-Aug-2025,514,1435,76,0.358
18-Aug-2025,634,1300,91,0.488
19-Aug-2025,899,1124,129,0.8
20-Aug-2025,788,1268,85,0.621
21-Aug-2025,1495,407,75,3.673
22-Aug-2025,812,1098,37,0.74
25-Aug-2025,776,1192,88,0.651
26-Aug-2025,303,1756,43,0.173
27-Aug-2025,677,1403,62,0.483
28-Aug-2025,1120,856,121,1.308
29-Aug-2025,990,1059,76,0.935
01-Sep-2025,780,1180,58,0.661
02-Sep-2025,844,1115,35,0.757
03-Sep-2025,807,1217,39,0.663
04-Sep-2025,924,1133,31,0.816
05-Sep-2025,849,1171,28,0.725
08-Sep-2025,806,1095,62,0.736
09-Sep-2025,604,1429,41,0.423
10-Sep-2025,1184,886,53,1.336
11-Sep-2025,348,1617,125,0.215
12-Sep-2025,958,988,26,0.97
15-Sep-2025,814,1206,44,0.675
16-Sep-2025,661,1376,78,0.48
17-Sep-2025,978,931,95,1.05
18-Sep-2025,910,1071,114,0.85
19-Sep-2025,1634,366,65,4.464
22-Sep-2025,861,1048,82,0.822
23-Sep-2025,407,1586,29,0.257
24-Sep-2025,372,1555,108,0.239
25-Sep-2025,607,1325,85,0.458
26-Sep-2025,1034,877,92,1.179
29-Sep-2025,438,1643,112,0.267
30-Sep-2025,641,1277,27,0.502
01-Oct-2025,802,1110,101,0.723
02-Oct-2025,426,1554,113,0.274
03-Oct-2025,549,1487,74,0.369
06-Oct-2025,886,1173,98,0.755
07-Oct-2025,957,1045,92,0.916
08-Oct-2025,937,998,46,0.939
09-Oct-2025,862,1150,120,0.75
10-Oct-2025,945,1093,97,0.865
13-Oct-2025,667,1344,103,0.496
14-Oct-2025,978,951,123,1.028
15-Oct-2025,559,1500,126,0.373
16-Oct-2025,1059,941,111,1.125
17-Oct-2025,1029,1046,31,0.984
20-Oct-2025,858,1160,57,0.74
21-Oct-2025,540,1424,61,0.379
22-Oct-2025,941,1120,115,0.84
23-Oct-2025,759,1181,118,0.643
24-Oct-2025,700,1356,74,0.516
27-Oct-2025,707,1295,31,0.546
28-Oct-2025,528,1536,102,0.344
29-Oct-2025,815,1281,49,0.636
30-Oct-2025,1513,515,104,2.938
31-Oct-2025,770,1257,25,0.613
03-Nov-2025,585,1439,120,0.407
04-Nov-2025,1249,719,54,1.737
05-Nov-2025,732,1182,66,0.619
06-Nov-2025,1327,680,123,1.951
07-Nov-2025,895,1083,111,0.826
10-Nov-2025,816,1199,46,0.681
11-Nov-2025,698,1248,72,0.559
12-Nov-2025,829,1228,110,0.675
13-Nov-2025,987,1088,93,0.907
14-Nov-2025,958,1008,60,0.95
17-Nov-2025,516,1447,29,0.357
18-Nov-2025,1044,1022,115,1.022
19-Nov-2025,751,1179,122,0.637
20-Nov-2025,908,1033,108,0.879
21-Nov-2025,996,1051,71,0.948
24-Nov-2025,1300,746,88,1.743
25-Nov-2025,990,1074,74,0.922
26-Nov-2025,827,1157,71,0.715
27-Nov-2025,984,1071,65,0.919
28-Nov-2025,1084,825,106,1.314
01-Dec-2025,1143,935,43,1.222
02-Dec-2025,975,1118,114,0.872
03-Dec-2025,514,1575,71,0.326
04-Dec-2025,941,1007,88,0.934
05-Dec-2025,1386,679,75,2.041
08-Dec-2025,643,1425,74,0.451
09-Dec-2025,1021,940,117,1.086
10-Dec-2025,851,1095,57,0.777
11-Dec-2025,1074,828,34,1.297
12-Dec-2025,839,1229,82,0.683
15-Dec-2025,453,1554,124,0.292
16-Dec-2025,627,1345,89,0.466
17-Dec-2025,815,1197,118,0.681
18-Dec-2025,847,1155,49,0.733
19-Dec-2025,688,1259,115,0.546
22-Dec-2025,1095,883,43,1.24
23-Dec-2025,1068,963,59,1.109
24-Dec-2025,803,1277,125,0.629
25-Dec-2025,862,1225,26,0.704
26-Dec-2025,211,1785,123,0.118
29-Dec-2025,852,1134,60,0.751
30-Dec-2025,1322,771,79,1.715
31-Dec-2025,747,1193,36,0.626
01-Jan-2026,1166,797,110,1.463
02-Jan-2026,1071,940,31,1.139
05-Jan-2026,1323,724,87,1.827
06-Jan-2026,1253,683,33,1.835
07-Jan-2026,1714,246,45,6.967
08-Jan-2026,577,1471,46,0.392
09-Jan-2026,687,1401,46,0.49
12-Jan-2026,1276,798,88,1.599
13-Jan-2026,904,1011,49,0.894
14-Jan-2026,610,1291,28,0.473
15-Jan-2026,587,1402,116,0.419
16-Jan-2026,855,1179,50,0.725
19-Jan-2026,909,1114,99,0.816
20-Jan-2026,1425,489,121,2.914
21-Jan-2026,1059,948,55,1.117
22-Jan-2026,815,1204,75,0.677
23-Jan-2026,776,1141,39,0.68
26-Jan-2026,654,1374,123,0.476
27-Jan-2026,970,950,128,1.021
28-Jan-2026,1147,878,105,1.306
29-Jan-2026,1020,1017,44,1.003
30-Jan-2026,412,1577,82,0.261
02-Feb-2026,1030,889,49,1.159
03-Feb-2026,1066,907,60,1.175
04-Feb-2026,1646,379,79,4.343
05-Feb-2026,777,1205,28,0.645
06-Feb-2026,880,1020,39,0.863
09-Feb-2026,737,1176,103,0.627
10-Feb-2026,839,1197,88,0.701
11-Feb-2026,997,917,40,1.087
12-Feb-2026,1436,471,73,3.049
13-Feb-2026,1026,1009,102,1.017
16-Feb-2026,476,1559,49,0.305
17-Feb-2026,694,1379,88,0.503
18-Feb-2026,622,1426,96,0.436
19-Feb-2026,692,1386,36,0.499
20-Feb-2026,716,1286,57,0.557
23-Feb-2026,529,1492,32,0.355
24-Feb-2026,734,1251,25,0.587
25-Feb-2026,256,1827,93,0.14
26-Feb-2026,916,1068,40,0.858
27-Feb-2026,1063,845,85,1.258
02-Mar-2026,919,1085,108,0.847
03-Mar-2026,461,1556,55,0.296
04-Mar-2026,519,1497,118,0.347
05-Mar-2026,951,962,56,0.989
06-Mar-2026,690,1235,117,0.559
09-Mar-2026,993,1060,108,0.937
10-Mar-2026,428,1597,92,0.268
